stn_id,stn_name,stn_lat,stn_lon,open_status,opening_month,opening_month_num,opening_year,closing_month,closing_month_num,closing_year,duration_days,borough,puma_id,puma_name,cd_name,ct2010
494,W 26 St & 8 Ave,40.7473483,-73.9972355,1,June,6,2013,NA,NA,NA,1976,Manhattan,3807,"Chelsea, Clinton & Midtown Business District",Chelsea/Clinton/Midtown,36061009700
380,W 4 St & 7 Ave S,40.7340114,-74.0029388,1,June,6,2013,NA,NA,NA,1976,Manhattan,3810,"Battery Park City, Greenwich Village & Soho",Greenwich Village/Financial District,36061007300
305,E 58 St & 3 Ave,40.7609576,-73.9672447,1,June,6,2013,NA,NA,NA,1976,Manhattan,3808,"Murray Hill, Gramercy & Stuyvesant Town",Stuyvesant Town/Turtle Bay,36061011203
480,W 53 St & 10 Ave,40.7666967,-73.9906173,1,June,6,2013,NA,NA,NA,1976,Manhattan,3807,"Chelsea, Clinton & Midtown Business District",Chelsea/Clinton/Midtown,36061013500
453,W 22 St & 8 Ave,40.7447515,-73.9991536,1,June,6,2013,NA,NA,NA,1976,Manhattan,3807,"Chelsea, Clinton & Midtown Business District",Chelsea/Clinton/Midtown,36061009300
223,W 13 St & 7 Ave,40.7378151,-73.9999466,1,June,6,2013,NA,NA,NA,1976,Manhattan,3810,"Battery Park City, Greenwich Village & Soho",Greenwich Village/Financial District,36061007100
476,E 31 St & 3 Ave,40.7439431,-73.9796607,1,June,6,2013,NA,NA,NA,1976,Manhattan,3808,"Murray Hill, Gramercy & Stuyvesant Town",Stuyvesant Town/Turtle Bay,36061007200
312,Allen St & Stanton St,40.722055,-73.989111,1,June,6,2013,NA,NA,NA,1976,Manhattan,3809,Chinatown & Lower East Side,Lower East Side/Chinatown,36061003601
482,W 15 St & 7 Ave,40.7393554,-73.9993178,1,June,6,2013,NA,NA,NA,1976,Manhattan,3807,"Chelsea, Clinton & Midtown Business District",Chelsea/Clinton/Midtown,36061008100
439,E 4 St & 2 Ave,40.7262807,-73.9897804,1,June,6,2013,NA,NA,NA,1976,Manhattan,3809,Chinatown & Lower East Side,Lower East Side/Chinatown,36061003800
531,Forsyth St & Broome St,40.718939,-73.9926629,1,June,6,2013,NA,NA,NA,1976,Manhattan,3809,Chinatown & Lower East Side,Lower East Side/Chinatown,36061001800
358,Christopher St & Greenwich St,40.7329155,-74.0071138,1,June,6,2013,NA,NA,NA,1976,Manhattan,3810,"Battery Park City, Greenwich Village & Soho",Greenwich Village/Financial District,36061006900
83,Atlantic Ave & Fort Greene Pl,40.683826,-73.9763233,1,June,6,2013,NA,NA,NA,1976,Brooklyn,4004,Brooklyn Heights & Fort Greene,Brooklyn Heights/Fort Greene,36047003500
271,Ashland Pl & Hanson Pl,40.6852267,-73.9780015,0,June,6,2013,August,8,2015,819,Brooklyn,4004,Brooklyn Heights & Fort Greene,Brooklyn Heights/Fort Greene,36047003500
445,E 10 St & Avenue A,40.7274079,-73.9814201,1,June,6,2013,NA,NA,NA,1976,Manhattan,3809,Chinatown & Lower East Side,Lower East Side/Chinatown,36061003200
477,W 41 St & 8 Ave,40.7564055,-73.9900262,1,June,6,2013,NA,NA,NA,1976,Manhattan,3807,"Chelsea, Clinton & Midtown Business District",Chelsea/Clinton/Midtown,36061011300
293,Lafayette St & E 8 St,40.7302066,-73.9910263,1,June,6,2013,NA,NA,NA,1976,Manhattan,3810,"Battery Park City, Greenwich Village & Soho",Greenwich Village/Financial District,36061005700
493,W 45 St & 6 Ave,40.7568001,-73.9829115,1,June,6,2013,NA,NA,NA,1976,Manhattan,3807,"Chelsea, Clinton & Midtown Business District",Chelsea/Clinton/Midtown,36061011900
473,Rivington St & Chrystie St,40.7211006,-73.9919254,1,June,6,2013,NA,NA,NA,1976,Manhattan,3809,Chinatown & Lower East Side,Lower East Side/Chinatown,36061001800
489,10 Ave & W 28 St,40.7506639,-74.001768,0,June,6,2013,July,7,2016,1154,Manhattan,3807,"Chelsea, Clinton & Midtown Business District",Chelsea/Clinton/Midtown,36061009700
517,Pershing Square South,40.751581,-73.97791,1,June,6,2013,NA,NA,NA,1976,Manhattan,3808,"Murray Hill, Gramercy & Stuyvesant Town",Stuyvesant Town/Turtle Bay,36061008e3
2004,6 Ave & Broome St,40.724399,-74.004704,0,June,6,2013,March,3,2017,1397,Manhattan,3810,"Battery Park City, Greenwich Village & Soho",Greenwich Village/Financial District,36061003700
249,Harrison St & Hudson St,40.7187099,-74.0090009,1,June,6,2013,NA,NA,NA,1976,Manhattan,3810,"Battery Park City, Greenwich Village & Soho",Greenwich Village/Financial District,36061003900
79,Franklin St & W Broadway,40.7191155,-74.0066666,1,June,6,2013,NA,NA,NA,1976,Manhattan,3810,"Battery Park City, Greenwich Village & Soho",Greenwich Village/Financial District,36061003300
465,Broadway & W 41 St,40.7551356,-73.9865803,1,June,6,2013,NA,NA,NA,1976,Manhattan,3807,"Chelsea, Clinton & Midtown Business District",Chelsea/Clinton/Midtown,36061011300
247,Perry St & Bleecker St,40.735354,-74.0048309,1,June,6,2013,NA,NA,NA,1976,Manhattan,3810,"Battery Park City, Greenwich Village & Soho",Greenwich Village/Financial District,36061007300
412,Forsyth St & Canal St,40.7158155,-73.9942237,1,June,6,2013,NA,NA,NA,1976,Manhattan,3809,Chinatown & Lower East Side,Lower East Side/Chinatown,36061001600
521,8 Ave & W 31 St N,40.7509673,-73.9944421,0,June,6,2013,May,5,2016,1093,Manhattan,3807,"Chelsea, Clinton & Midtown Business District",Chelsea/Clinton/Midtown,36061010300
490,8 Ave & W 33 St,40.751551,-73.993934,1,June,6,2013,NA,NA,NA,1976,Manhattan,3807,"Chelsea, Clinton & Midtown Business District",Chelsea/Clinton/Midtown,36061010300
369,Washington Pl & 6 Ave,40.7322412,-74.0002639,1,June,6,2013,NA,NA,NA,1976,Manhattan,3810,"Battery Park City, Greenwich Village & Soho",Greenwich Village/Financial District,36061006500
510,W 51 St & 6 Ave,40.7606597,-73.9804205,0,June,6,2013,August,8,2016,1185,Manhattan,3807,"Chelsea, Clinton & Midtown Business District",Chelsea/Clinton/Midtown,36061013100
389,Broadway & Berry St,40.7104455,-73.9652506,1,June,6,2013,NA,NA,NA,1976,Brooklyn,4001,Greenpoint & Williamsburg,Williamsburg/Greenpoint,36047054900
492,W 33 St & 7 Ave,40.7502,-73.9909309,1,June,6,2013,NA,NA,NA,1976,Manhattan,3807,"Chelsea, Clinton & Midtown Business District",Chelsea/Clinton/Midtown,36061010100
3019,NYCBS Depot - DEL,40.716633,-73.981933,0,June,6,2013,June,6,2013,28,Manhattan,3809,Chinatown & Lower East Side,Lower East Side/Chinatown,36061001200
236,St Marks Pl & 2 Ave,40.7284186,-73.9871396,1,June,6,2013,NA,NA,NA,1976,Manhattan,3809,Chinatown & Lower East Side,Lower East Side/Chinatown,36061003800
357,E 11 St & Broadway,40.7326179,-73.9915804,1,June,6,2013,NA,NA,NA,1976,Manhattan,3810,"Battery Park City, Greenwich Village & Soho",Greenwich Village/Financial District,36061006100
303,Mercer St & Spring St,40.7236274,-73.999496,1,June,6,2013,NA,NA,NA,1976,Manhattan,3810,"Battery Park City, Greenwich Village & Soho",Greenwich Village/Financial District,36061004900
470,W 20 St & 8 Ave,40.7434534,-74.0000403,1,June,6,2013,NA,NA,NA,1976,Manhattan,3807,"Chelsea, Clinton & Midtown Business District",Chelsea/Clinton/Midtown,36061008900
354,Emerson Pl & Myrtle Ave,40.6936314,-73.9622356,1,June,6,2013,NA,NA,NA,1976,Brooklyn,4004,Brooklyn Heights & Fort Greene,Brooklyn Heights/Fort Greene,36047019300
300,Shevchenko Pl & E 7 St,40.728145,-73.990214,0,June,6,2013,August,8,2016,1185,Manhattan,3809,Chinatown & Lower East Side,Lower East Side/Chinatown,36061003800
233,Cadman Plaza W & Pierrepont St,40.694757,-73.9905274,0,June,6,2013,June,6,2016,1124,Brooklyn,4004,Brooklyn Heights & Fort Greene,Brooklyn Heights/Fort Greene,36047001100
504,1 Ave & E 16 St,40.7322185,-73.9816556,1,June,6,2013,NA,NA,NA,1976,Manhattan,3808,"Murray Hill, Gramercy & Stuyvesant Town",Stuyvesant Town/Turtle Bay,36061004400
143,Clinton St & Joralemon St,40.692395,-73.9933791,1,June,6,2013,NA,NA,NA,1976,Brooklyn,4004,Brooklyn Heights & Fort Greene,Brooklyn Heights/Fort Greene,36047000700
441,E 52 St & 2 Ave,40.756014,-73.967416,1,June,6,2013,NA,NA,NA,1976,Manhattan,3808,"Murray Hill, Gramercy & Stuyvesant Town",Stuyvesant Town/Turtle Bay,36061009800
244,Willoughby Ave & Hall St,40.6919604,-73.9653685,1,June,6,2013,NA,NA,NA,1976,Brooklyn,4004,Brooklyn Heights & Fort Greene,Brooklyn Heights/Fort Greene,36047019300
2022,E 60 St & York Ave,40.759107,-73.959223,1,June,6,2013,NA,NA,NA,1976,Manhattan,3805,Upper East Side,Upper East Side,36061010602
281,Grand Army Plaza & Central Park S,40.7643971,-73.9737147,1,June,6,2013,NA,NA,NA,1976,Manhattan,3807,"Chelsea, Clinton & Midtown Business District",Chelsea/Clinton/Midtown,36061011201
508,W 46 St & 11 Ave,40.7634138,-73.9966744,1,June,6,2013,NA,NA,NA,1976,Manhattan,3807,"Chelsea, Clinton & Midtown Business District",Chelsea/Clinton/Midtown,36061012900
355,Bayard St & Baxter St,40.7160212,-73.9997437,1,June,6,2013,NA,NA,NA,1976,Manhattan,3809,Chinatown & Lower East Side,Lower East Side/Chinatown,36061002900
420,Clermont Ave & Lafayette Ave,40.6876448,-73.969689,1,June,6,2013,NA,NA,NA,1976,Brooklyn,4004,Brooklyn Heights & Fort Greene,Brooklyn Heights/Fort Greene,36047019700
481,S 3 St & Bedford Ave,40.7126049,-73.962644,1,June,6,2013,NA,NA,NA,1976,Brooklyn,4001,Greenpoint & Williamsburg,Williamsburg/Greenpoint,36047055100
528,2 Ave & E 31 St,40.742909,-73.9770606,1,June,6,2013,NA,NA,NA,1976,Manhattan,3808,"Murray Hill, Gramercy & Stuyvesant Town",Stuyvesant Town/Turtle Bay,36061007e3
311,Norfolk St & Broome St,40.7172274,-73.9880208,1,June,6,2013,NA,NA,NA,1976,Manhattan,3809,Chinatown & Lower East Side,Lower East Side/Chinatown,36061001800
328,Watts St & Greenwich St,40.7240555,-74.0096597,1,June,6,2013,NA,NA,NA,1976,Manhattan,3810,"Battery Park City, Greenwich Village & Soho",Greenwich Village/Financial District,36061003900
270,Adelphi St & Myrtle Ave,40.6930826,-73.9717891,1,June,6,2013,NA,NA,NA,1976,Brooklyn,4004,Brooklyn Heights & Fort Greene,Brooklyn Heights/Fort Greene,36047018300
146,Hudson St & Reade St,40.7162501,-74.0091059,1,June,6,2013,NA,NA,NA,1976,Manhattan,3810,"Battery Park City, Greenwich Village & Soho",Greenwich Village/Financial District,36061003300
466,W 25 St & 6 Ave,40.7439541,-73.9914487,1,June,6,2013,NA,NA,NA,1976,Manhattan,3807,"Chelsea, Clinton & Midtown Business District",Chelsea/Clinton/Midtown,36061005800
488,W 39 St & 9 Ave,40.7564582,-73.9937222,0,June,6,2013,June,6,2017,1489,Manhattan,3807,"Chelsea, Clinton & Midtown Business District",Chelsea/Clinton/Midtown,36061011500
447,8 Ave & W 52 St,40.7637074,-73.9851615,1,June,6,2013,NA,NA,NA,1976,Manhattan,3807,"Chelsea, Clinton & Midtown Business District",Chelsea/Clinton/Midtown,36061013300
362,Broadway & W 37 St,40.7517263,-73.9875352,1,June,6,2013,NA,NA,NA,1976,Manhattan,3807,"Chelsea, Clinton & Midtown Business District",Chelsea/Clinton/Midtown,36061010900
514,12 Ave & W 40 St,40.760875,-74.0027767,1,June,6,2013,NA,NA,NA,1976,Manhattan,3807,"Chelsea, Clinton & Midtown Business District",Chelsea/Clinton/Midtown,36061011700
259,South St & Whitehall St,40.7012213,-74.0123422,1,June,6,2013,NA,NA,NA,1976,Manhattan,3810,"Battery Park City, Greenwich Village & Soho",Greenwich Village/Financial District,36061000900
294,Washington Square E,40.7304939,-73.9957214,0,June,6,2013,January,1,2016,972,Manhattan,3810,"Battery Park City, Greenwich Village & Soho",Greenwich Village/Financial District,36061005900
251,Mott St & Prince St,40.7231796,-73.9948001,1,June,6,2013,NA,NA,NA,1976,Manhattan,3810,"Battery Park City, Greenwich Village & Soho",Greenwich Village/Financial District,36061004300
238,Bank St & Washington St,40.7361967,-74.0085921,1,June,6,2013,NA,NA,NA,1976,Manhattan,3810,"Battery Park City, Greenwich Village & Soho",Greenwich Village/Financial District,36061007900
376,John St & William St,40.7086214,-74.0072216,1,June,6,2013,NA,NA,NA,1976,Manhattan,3810,"Battery Park City, Greenwich Village & Soho",Greenwich Village/Financial District,36061001502
461,E 20 St & 2 Ave,40.7358768,-73.9820503,1,June,6,2013,NA,NA,NA,1976,Manhattan,3808,"Murray Hill, Gramercy & Stuyvesant Town",Stuyvesant Town/Turtle Bay,36061006400
405,Washington St & Gansevoort St,40.739323,-74.008119,1,June,6,2013,NA,NA,NA,1976,Manhattan,3810,"Battery Park City, Greenwich Village & Soho",Greenwich Village/Financial District,36061007900
459,W 20 St & 11 Ave,40.746745,-74.007756,1,June,6,2013,NA,NA,NA,1976,Manhattan,3807,"Chelsea, Clinton & Midtown Business District",Chelsea/Clinton/Midtown,36061009900
428,E 3 St & 1 Ave,40.7246772,-73.9878341,0,June,6,2013,January,1,2018,1703,Manhattan,3809,Chinatown & Lower East Side,Lower East Side/Chinatown,36061003602
252,MacDougal St & Washington Sq,40.732264,-73.9985221,1,June,6,2013,NA,NA,NA,1976,Manhattan,3810,"Battery Park City, Greenwich Village & Soho",Greenwich Village/Financial District,36061006300
384,Fulton St & Washington Ave,40.683048,-73.964915,0,June,6,2013,September,9,2017,1581,Brooklyn,4004,Brooklyn Heights & Fort Greene,Brooklyn Heights/Fort Greene,36047019900
2009,Catherine St & Monroe St,40.7111744,-73.9968262,1,June,6,2013,NA,NA,NA,1976,Manhattan,3809,Chinatown & Lower East Side,Lower East Side/Chinatown,36061002500
239,Willoughby St & Fleet St,40.6919657,-73.9813018,1,June,6,2013,NA,NA,NA,1976,Brooklyn,4004,Brooklyn Heights & Fort Greene,Brooklyn Heights/Fort Greene,36047003100
278,Concord St & Bridge St,40.6976656,-73.9847644,1,June,6,2013,NA,NA,NA,1976,Brooklyn,4004,Brooklyn Heights & Fort Greene,Brooklyn Heights/Fort Greene,36047001500
479,9 Ave & W 45 St,40.7601925,-73.9912551,1,June,6,2013,NA,NA,NA,1976,Manhattan,3807,"Chelsea, Clinton & Midtown Business District",Chelsea/Clinton/Midtown,36061012100
168,W 18 St & 6 Ave,40.739713,-73.9945641,1,June,6,2013,NA,NA,NA,1976,Manhattan,3807,"Chelsea, Clinton & Midtown Business District",Chelsea/Clinton/Midtown,36061005400
151,Cleveland Pl & Spring St,40.7221038,-73.997249,1,June,6,2013,NA,NA,NA,1976,Manhattan,3810,"Battery Park City, Greenwich Village & Soho",Greenwich Village/Financial District,36061004500
393,E 5 St & Avenue C,40.7229921,-73.9799547,1,June,6,2013,NA,NA,NA,1976,Manhattan,3809,Chinatown & Lower East Side,Lower East Side/Chinatown,36061002601
518,E 39 St & 2 Ave,40.7478037,-73.9734419,1,June,6,2013,NA,NA,NA,1976,Manhattan,3808,"Murray Hill, Gramercy & Stuyvesant Town",Stuyvesant Town/Turtle Bay,36061007800
324,DeKalb Ave & Hudson Ave,40.689888,-73.981013,1,June,6,2013,NA,NA,NA,1976,Brooklyn,4004,Brooklyn Heights & Fort Greene,Brooklyn Heights/Fort Greene,36047003300
516,E 47 St & 1 Ave,40.7520686,-73.9678438,1,June,6,2013,NA,NA,NA,1976,Manhattan,3808,"Murray Hill, Gramercy & Stuyvesant Town",Stuyvesant Town/Turtle Bay,36061009e3
442,W 27 St & 7 Ave,40.746647,-73.993915,1,June,6,2013,NA,NA,NA,1976,Manhattan,3807,"Chelsea, Clinton & Midtown Business District",Chelsea/Clinton/Midtown,36061009500
478,11 Ave & W 41 St,40.760301,-73.9988422,1,June,6,2013,NA,NA,NA,1976,Manhattan,3807,"Chelsea, Clinton & Midtown Business District",Chelsea/Clinton/Midtown,36061011700
326,E 11 St & 1 Ave,40.7295384,-73.9842673,1,June,6,2013,NA,NA,NA,1976,Manhattan,3809,Chinatown & Lower East Side,Lower East Side/Chinatown,36061004e3
82,St James Pl & Pearl St,40.7111742,-74.0001655,1,June,6,2013,NA,NA,NA,1976,Manhattan,3809,Chinatown & Lower East Side,Lower East Side/Chinatown,36061002500
348,W Broadway & Spring St,40.7249099,-74.001547,0,June,6,2013,August,8,2017,1550,Manhattan,3810,"Battery Park City, Greenwich Village & Soho",Greenwich Village/Financial District,36061004900
460,S 4 St & Wythe Ave,40.7128589,-73.9659029,1,June,6,2013,NA,NA,NA,1976,Brooklyn,4001,Greenpoint & Williamsburg,Williamsburg/Greenpoint,36047054900
350,Clinton St & Grand St,40.7155951,-73.9870295,1,June,6,2013,NA,NA,NA,1976,Manhattan,3809,Chinatown & Lower East Side,Lower East Side/Chinatown,36061001401
150,E 2 St & Avenue C,40.7208736,-73.980858,1,June,6,2013,NA,NA,NA,1976,Manhattan,3809,Chinatown & Lower East Side,Lower East Side/Chinatown,36061002202
308,St James Pl & Oliver St,40.7130792,-73.9985119,1,June,6,2013,NA,NA,NA,1976,Manhattan,3809,Chinatown & Lower East Side,Lower East Side/Chinatown,36061002700
323,Lawrence St & Willoughby St,40.6923618,-73.9863175,1,June,6,2013,NA,NA,NA,1976,Brooklyn,4004,Brooklyn Heights & Fort Greene,Brooklyn Heights/Fort Greene,36047001100
336,Sullivan St & Washington Sq,40.7304775,-73.9990607,1,June,6,2013,NA,NA,NA,1976,Manhattan,3810,"Battery Park City, Greenwich Village & Soho",Greenwich Village/Financial District,36061006500
469,Broadway & W 53 St,40.7634406,-73.9826813,1,June,6,2013,NA,NA,NA,1976,Manhattan,3807,"Chelsea, Clinton & Midtown Business District",Chelsea/Clinton/Midtown,36061013100
523,W 38 St & 8 Ave,40.7546659,-73.9913815,1,June,6,2013,NA,NA,NA,1976,Manhattan,3807,"Chelsea, Clinton & Midtown Business District",Chelsea/Clinton/Midtown,36061011300
349,Rivington St & Ridge St,40.7185021,-73.9832986,1,June,6,2013,NA,NA,NA,1976,Manhattan,3809,Chinatown & Lower East Side,Lower East Side/Chinatown,36061001200
539,Metropolitan Ave & Bedford Ave,40.7153483,-73.9602412,1,June,6,2013,NA,NA,NA,1976,Brooklyn,4001,Greenpoint & Williamsburg,Williamsburg/Greenpoint,36047055300
398,Atlantic Ave & Furman St,40.6916518,-73.9999786,1,June,6,2013,NA,NA,NA,1976,Brooklyn,4005,"Park Slope, Carroll Gardens & Red Hook",Park Slope/Carroll Gardens,36047004700
382,University Pl & E 14 St,40.734927,-73.9920051,1,June,6,2013,NA,NA,NA,1976,Manhattan,3810,"Battery Park City, Greenwich Village & Soho",Greenwich Village/Financial District,36061006100
167,E 39 St & 3 Ave,40.7489006,-73.9760488,1,June,6,2013,NA,NA,NA,1976,Manhattan,3808,"Murray Hill, Gramercy & Stuyvesant Town",Stuyvesant Town/Turtle Bay,36061008e3
410,Suffolk St & Stanton St,40.7206644,-73.9851798,1,June,6,2013,NA,NA,NA,1976,Manhattan,3809,Chinatown & Lower East Side,Lower East Side/Chinatown,36061003001
402,Broadway & E 22 St,40.7403432,-73.9895511,1,June,6,2013,NA,NA,NA,1976,Manhattan,3807,"Chelsea, Clinton & Midtown Business District",Chelsea/Clinton/Midtown,36061005600
406,Hicks St & Montague St,40.6951285,-73.9959507,1,June,6,2013,NA,NA,NA,1976,Brooklyn,4004,Brooklyn Heights & Fort Greene,Brooklyn Heights/Fort Greene,36047000301
